mobility_type,x_time,y_ridership_change,state,city,x_date
workplaces_percent_change_from_baseline,265950,-23.0,Ohio,Madison County,29-Sep
residential_percent_change_from_baseline,265950,6.0,Ohio,Madison County,29-Sep
retail_and_recreation_percent_change_from_baseline,265951,1.0,Ohio,Madison County,30-Sep
grocery_and_pharmacy_percent_change_from_baseline,265951,4.0,Ohio,Madison County,30-Sep
parks_percent_change_from_baseline,265951,,Ohio,Madison County,30-Sep
transit_stations_percent_change_from_baseline,265951,10.0,Ohio,Madison County,30-Sep
workplaces_percent_change_from_baseline,265951,-26.0,Ohio,Madison County,30-Sep
residential_percent_change_from_baseline,265951,6.0,Ohio,Madison County,30-Sep
retail_and_recreation_percent_change_from_baseline,265952,1.0,Ohio,Madison County,01-Oct
grocery_and_pharmacy_percent_change_from_baseline,265952,11.0,Ohio,Madison County,01-Oct
parks_percent_change_from_baseline,265952,,Ohio,Madison County,01-Oct
transit_stations_percent_change_from_baseline,265952,11.0,Ohio,Madison County,01-Oct
workplaces_percent_change_from_baseline,265952,-23.0,Ohio,Madison County,01-Oct
residential_percent_change_from_baseline,265952,5.0,Ohio,Madison County,01-Oct
retail_and_recreation_percent_change_from_baseline,265953,2.0,Ohio,Madison County,02-Oct
grocery_and_pharmacy_percent_change_from_baseline,265953,-1.0,Ohio,Madison County,02-Oct
parks_percent_change_from_baseline,265953,,Ohio,Madison County,02-Oct
transit_stations_percent_change_from_baseline,265953,11.0,Ohio,Madison County,02-Oct
workplaces_percent_change_from_baseline,265953,-21.0,Ohio,Madison County,02-Oct
residential_percent_change_from_baseline,265953,3.0,Ohio,Madison County,02-Oct
retail_and_recreation_percent_change_from_baseline,265954,-7.0,Ohio,Madison County,03-Oct
grocery_and_pharmacy_percent_change_from_baseline,265954,13.0,Ohio,Madison County,03-Oct
parks_percent_change_from_baseline,265954,,Ohio,Madison County,03-Oct
transit_stations_percent_change_from_baseline,265954,14.0,Ohio,Madison County,03-Oct
workplaces_percent_change_from_baseline,265954,-8.0,Ohio,Madison County,03-Oct
residential_percent_change_from_baseline,265954,-2.0,Ohio,Madison County,03-Oct
retail_and_recreation_percent_change_from_baseline,265955,-4.0,Ohio,Madison County,04-Oct
grocery_and_pharmacy_percent_change_from_baseline,265955,,Ohio,Madison County,04-Oct
parks_percent_change_from_baseline,265955,,Ohio,Madison County,04-Oct
transit_stations_percent_change_from_baseline,265955,19.0,Ohio,Madison County,04-Oct
workplaces_percent_change_from_baseline,265955,-8.0,Ohio,Madison County,04-Oct
residential_percent_change_from_baseline,265955,,Ohio,Madison County,04-Oct
retail_and_recreation_percent_change_from_baseline,265956,4.0,Ohio,Madison County,05-Oct
grocery_and_pharmacy_percent_change_from_baseline,265956,1.0,Ohio,Madison County,05-Oct
parks_percent_change_from_baseline,265956,,Ohio,Madison County,05-Oct
transit_stations_percent_change_from_baseline,265956,9.0,Ohio,Madison County,05-Oct
workplaces_percent_change_from_baseline,265956,-23.0,Ohio,Madison County,05-Oct
residential_percent_change_from_baseline,265956,4.0,Ohio,Madison County,05-Oct
retail_and_recreation_percent_change_from_baseline,265957,6.0,Ohio,Madison County,06-Oct
grocery_and_pharmacy_percent_change_from_baseline,265957,4.0,Ohio,Madison County,06-Oct
parks_percent_change_from_baseline,265957,,Ohio,Madison County,06-Oct
transit_stations_percent_change_from_baseline,265957,15.0,Ohio,Madison County,06-Oct
workplaces_percent_change_from_baseline,265957,-23.0,Ohio,Madison County,06-Oct
residential_percent_change_from_baseline,265957,4.0,Ohio,Madison County,06-Oct
retail_and_recreation_percent_change_from_baseline,265958,4.0,Ohio,Madison County,07-Oct
grocery_and_pharmacy_percent_change_from_baseline,265958,3.0,Ohio,Madison County,07-Oct
parks_percent_change_from_baseline,265958,,Ohio,Madison County,07-Oct
transit_stations_percent_change_from_baseline,265958,9.0,Ohio,Madison County,07-Oct
workplaces_percent_change_from_baseline,265958,-25.0,Ohio,Madison County,07-Oct
residential_percent_change_from_baseline,265958,5.0,Ohio,Madison County,07-Oct
retail_and_recreation_percent_change_from_baseline,265959,-1.0,Ohio,Madison County,08-Oct
grocery_and_pharmacy_percent_change_from_baseline,265959,4.0,Ohio,Madison County,08-Oct
parks_percent_change_from_baseline,265959,,Ohio,Madison County,08-Oct
transit_stations_percent_change_from_baseline,265959,4.0,Ohio,Madison County,08-Oct
workplaces_percent_change_from_baseline,265959,-23.0,Ohio,Madison County,08-Oct
residential_percent_change_from_baseline,265959,5.0,Ohio,Madison County,08-Oct
retail_and_recreation_percent_change_from_baseline,265960,-3.0,Ohio,Madison County,09-Oct
grocery_and_pharmacy_percent_change_from_baseline,265960,1.0,Ohio,Madison County,09-Oct
parks_percent_change_from_baseline,265960,,Ohio,Madison County,09-Oct
transit_stations_percent_change_from_baseline,265960,15.0,Ohio,Madison County,09-Oct
workplaces_percent_change_from_baseline,265960,-22.0,Ohio,Madison County,09-Oct
residential_percent_change_from_baseline,265960,4.0,Ohio,Madison County,09-Oct
retail_and_recreation_percent_change_from_baseline,265961,-5.0,Ohio,Madison County,10-Oct
grocery_and_pharmacy_percent_change_from_baseline,265961,11.0,Ohio,Madison County,10-Oct
parks_percent_change_from_baseline,265961,,Ohio,Madison County,10-Oct
transit_stations_percent_change_from_baseline,265961,26.0,Ohio,Madison County,10-Oct
workplaces_percent_change_from_baseline,265961,-5.0,Ohio,Madison County,10-Oct
residential_percent_change_from_baseline,265961,-1.0,Ohio,Madison County,10-Oct
retail_and_recreation_percent_change_from_baseline,265962,0.0,Ohio,Madison County,11-Oct
grocery_and_pharmacy_percent_change_from_baseline,265962,,Ohio,Madison County,11-Oct
parks_percent_change_from_baseline,265962,,Ohio,Madison County,11-Oct
transit_stations_percent_change_from_baseline,265962,25.0,Ohio,Madison County,11-Oct
workplaces_percent_change_from_baseline,265962,-9.0,Ohio,Madison County,11-Oct
residential_percent_change_from_baseline,265962,,Ohio,Madison County,11-Oct
retail_and_recreation_percent_change_from_baseline,265963,-4.0,Ohio,Madison County,12-Oct
grocery_and_pharmacy_percent_change_from_baseline,265963,-3.0,Ohio,Madison County,12-Oct
parks_percent_change_from_baseline,265963,,Ohio,Madison County,12-Oct
transit_stations_percent_change_from_baseline,265963,15.0,Ohio,Madison County,12-Oct
workplaces_percent_change_from_baseline,265963,-27.0,Ohio,Madison County,12-Oct
residential_percent_change_from_baseline,265963,6.0,Ohio,Madison County,12-Oct
retail_and_recreation_percent_change_from_baseline,265964,3.0,Ohio,Madison County,13-Oct
grocery_and_pharmacy_percent_change_from_baseline,265964,5.0,Ohio,Madison County,13-Oct
parks_percent_change_from_baseline,265964,,Ohio,Madison County,13-Oct
transit_stations_percent_change_from_baseline,265964,13.0,Ohio,Madison County,13-Oct
workplaces_percent_change_from_baseline,265964,-22.0,Ohio,Madison County,13-Oct
residential_percent_change_from_baseline,265964,5.0,Ohio,Madison County,13-Oct
retail_and_recreation_percent_change_from_baseline,265965,1.0,Ohio,Madison County,14-Oct
grocery_and_pharmacy_percent_change_from_baseline,265965,-3.0,Ohio,Madison County,14-Oct
parks_percent_change_from_baseline,265965,,Ohio,Madison County,14-Oct
transit_stations_percent_change_from_baseline,265965,11.0,Ohio,Madison County,14-Oct
workplaces_percent_change_from_baseline,265965,-22.0,Ohio,Madison County,14-Oct
residential_percent_change_from_baseline,265965,6.0,Ohio,Madison County,14-Oct
retail_and_recreation_percent_change_from_baseline,265966,-9.0,Ohio,Madison County,15-Oct
grocery_and_pharmacy_percent_change_from_baseline,265966,0.0,Ohio,Madison County,15-Oct
parks_percent_change_from_baseline,265966,,Ohio,Madison County,15-Oct
transit_stations_percent_change_from_baseline,265966,6.0,Ohio,Madison County,15-Oct
workplaces_percent_change_from_baseline,265966,-24.0,Ohio,Madison County,15-Oct
residential_percent_change_from_baseline,265966,7.0,Ohio,Madison County,15-Oct
retail_and_recreation_percent_change_from_baseline,265967,-3.0,Ohio,Madison County,16-Oct
grocery_and_pharmacy_percent_change_from_baseline,265967,5.0,Ohio,Madison County,16-Oct
parks_percent_change_from_baseline,265967,,Ohio,Madison County,16-Oct
transit_stations_percent_change_from_baseline,265967,19.0,Ohio,Madison County,16-Oct
workplaces_percent_change_from_baseline,265967,-22.0,Ohio,Madison County,16-Oct
residential_percent_change_from_baseline,265967,5.0,Ohio,Madison County,16-Oct
retail_and_recreation_percent_change_from_baseline,265968,-3.0,Ohio,Madison County,17-Oct
grocery_and_pharmacy_percent_change_from_baseline,265968,,Ohio,Madison County,17-Oct
parks_percent_change_from_baseline,265968,,Ohio,Madison County,17-Oct
transit_stations_percent_change_from_baseline,265968,15.0,Ohio,Madison County,17-Oct
workplaces_percent_change_from_baseline,265968,-3.0,Ohio,Madison County,17-Oct
residential_percent_change_from_baseline,265968,-1.0,Ohio,Madison County,17-Oct
retail_and_recreation_percent_change_from_baseline,265969,-5.0,Ohio,Madison County,18-Oct
grocery_and_pharmacy_percent_change_from_baseline,265969,,Ohio,Madison County,18-Oct
parks_percent_change_from_baseline,265969,,Ohio,Madison County,18-Oct
transit_stations_percent_change_from_baseline,265969,20.0,Ohio,Madison County,18-Oct
workplaces_percent_change_from_baseline,265969,-5.0,Ohio,Madison County,18-Oct
residential_percent_change_from_baseline,265969,,Ohio,Madison County,18-Oct
retail_and_recreation_percent_change_from_baseline,265970,-13.0,Ohio,Madison County,19-Oct
grocery_and_pharmacy_percent_change_from_baseline,265970,-7.0,Ohio,Madison County,19-Oct
parks_percent_change_from_baseline,265970,,Ohio,Madison County,19-Oct
transit_stations_percent_change_from_baseline,265970,5.0,Ohio,Madison County,19-Oct
workplaces_percent_change_from_baseline,265970,-23.0,Ohio,Madison County,19-Oct
residential_percent_change_from_baseline,265970,7.0,Ohio,Madison County,19-Oct
retail_and_recreation_percent_change_from_baseline,265971,-5.0,Ohio,Madison County,20-Oct
grocery_and_pharmacy_percent_change_from_baseline,265971,-1.0,Ohio,Madison County,20-Oct
parks_percent_change_from_baseline,265971,,Ohio,Madison County,20-Oct
transit_stations_percent_change_from_baseline,265971,18.0,Ohio,Madison County,20-Oct
workplaces_percent_change_from_baseline,265971,-22.0,Ohio,Madison County,20-Oct
residential_percent_change_from_baseline,265971,6.0,Ohio,Madison County,20-Oct
retail_and_recreation_percent_change_from_baseline,265972,-4.0,Ohio,Madison County,21-Oct
grocery_and_pharmacy_percent_change_from_baseline,265972,-3.0,Ohio,Madison County,21-Oct
parks_percent_change_from_baseline,265972,,Ohio,Madison County,21-Oct
transit_stations_percent_change_from_baseline,265972,13.0,Ohio,Madison County,21-Oct
workplaces_percent_change_from_baseline,265972,-23.0,Ohio,Madison County,21-Oct
residential_percent_change_from_baseline,265972,6.0,Ohio,Madison County,21-Oct
retail_and_recreation_percent_change_from_baseline,265973,-1.0,Ohio,Madison County,22-Oct
grocery_and_pharmacy_percent_change_from_baseline,265973,4.0,Ohio,Madison County,22-Oct
parks_percent_change_from_baseline,265973,,Ohio,Madison County,22-Oct
transit_stations_percent_change_from_baseline,265973,11.0,Ohio,Madison County,22-Oct
workplaces_percent_change_from_baseline,265973,-25.0,Ohio,Madison County,22-Oct
residential_percent_change_from_baseline,265973,6.0,Ohio,Madison County,22-Oct
retail_and_recreation_percent_change_from_baseline,265974,0.0,Ohio,Madison County,23-Oct
grocery_and_pharmacy_percent_change_from_baseline,265974,2.0,Ohio,Madison County,23-Oct
parks_percent_change_from_baseline,265974,,Ohio,Madison County,23-Oct
transit_stations_percent_change_from_baseline,265974,13.0,Ohio,Madison County,23-Oct
workplaces_percent_change_from_baseline,265974,-22.0,Ohio,Madison County,23-Oct
residential_percent_change_from_baseline,265974,6.0,Ohio,Madison County,23-Oct
retail_and_recreation_percent_change_from_baseline,265975,-14.0,Ohio,Madison County,24-Oct
grocery_and_pharmacy_percent_change_from_baseline,265975,13.0,Ohio,Madison County,24-Oct
parks_percent_change_from_baseline,265975,,Ohio,Madison County,24-Oct
transit_stations_percent_change_from_baseline,265975,14.0,Ohio,Madison County,24-Oct
workplaces_percent_change_from_baseline,265975,1.0,Ohio,Madison County,24-Oct
residential_percent_change_from_baseline,265975,1.0,Ohio,Madison County,24-Oct
retail_and_recreation_percent_change_from_baseline,265976,2.0,Ohio,Madison County,25-Oct
grocery_and_pharmacy_percent_change_from_baseline,265976,,Ohio,Madison County,25-Oct
parks_percent_change_from_baseline,265976,,Ohio,Madison County,25-Oct
transit_stations_percent_change_from_baseline,265976,21.0,Ohio,Madison County,25-Oct
workplaces_percent_change_from_baseline,265976,-5.0,Ohio,Madison County,25-Oct
residential_percent_change_from_baseline,265976,,Ohio,Madison County,25-Oct
retail_and_recreation_percent_change_from_baseline,265977,-4.0,Ohio,Madison County,26-Oct
grocery_and_pharmacy_percent_change_from_baseline,265977,-3.0,Ohio,Madison County,26-Oct
parks_percent_change_from_baseline,265977,,Ohio,Madison County,26-Oct
transit_stations_percent_change_from_baseline,265977,13.0,Ohio,Madison County,26-Oct
workplaces_percent_change_from_baseline,265977,-21.0,Ohio,Madison County,26-Oct
residential_percent_change_from_baseline,265977,6.0,Ohio,Madison County,26-Oct
retail_and_recreation_percent_change_from_baseline,265978,-2.0,Ohio,Madison County,27-Oct
grocery_and_pharmacy_percent_change_from_baseline,265978,2.0,Ohio,Madison County,27-Oct
parks_percent_change_from_baseline,265978,,Ohio,Madison County,27-Oct
transit_stations_percent_change_from_baseline,265978,11.0,Ohio,Madison County,27-Oct
workplaces_percent_change_from_baseline,265978,-22.0,Ohio,Madison County,27-Oct
residential_percent_change_from_baseline,265978,7.0,Ohio,Madison County,27-Oct
retail_and_recreation_percent_change_from_baseline,265979,-2.0,Ohio,Madison County,28-Oct
grocery_and_pharmacy_percent_change_from_baseline,265979,4.0,Ohio,Madison County,28-Oct
parks_percent_change_from_baseline,265979,,Ohio,Madison County,28-Oct
transit_stations_percent_change_from_baseline,265979,5.0,Ohio,Madison County,28-Oct
workplaces_percent_change_from_baseline,265979,-22.0,Ohio,Madison County,28-Oct
residential_percent_change_from_baseline,265979,6.0,Ohio,Madison County,28-Oct
retail_and_recreation_percent_change_from_baseline,265980,-6.0,Ohio,Madison County,29-Oct
grocery_and_pharmacy_percent_change_from_baseline,265980,1.0,Ohio,Madison County,29-Oct
parks_percent_change_from_baseline,265980,,Ohio,Madison County,29-Oct
transit_stations_percent_change_from_baseline,265980,2.0,Ohio,Madison County,29-Oct
workplaces_percent_change_from_baseline,265980,-24.0,Ohio,Madison County,29-Oct
residential_percent_change_from_baseline,265980,9.0,Ohio,Madison County,29-Oct
retail_and_recreation_percent_change_from_baseline,265981,-5.0,Ohio,Madison County,30-Oct
grocery_and_pharmacy_percent_change_from_baseline,265981,6.0,Ohio,Madison County,30-Oct
parks_percent_change_from_baseline,265981,,Ohio,Madison County,30-Oct
transit_stations_percent_change_from_baseline,265981,15.0,Ohio,Madison County,30-Oct
workplaces_percent_change_from_baseline,265981,-24.0,Ohio,Madison County,30-Oct
residential_percent_change_from_baseline,265981,5.0,Ohio,Madison County,30-Oct
retail_and_recreation_percent_change_from_baseline,265982,-10.0,Ohio,Madison County,31-Oct
grocery_and_pharmacy_percent_change_from_baseline,265982,,Ohio,Madison County,31-Oct
parks_percent_change_from_baseline,265982,,Ohio,Madison County,31-Oct
transit_stations_percent_change_from_baseline,265982,8.0,Ohio,Madison County,31-Oct
workplaces_percent_change_from_baseline,265982,-1.0,Ohio,Madison County,31-Oct
residential_percent_change_from_baseline,265982,0.0,Ohio,Madison County,31-Oct
retail_and_recreation_percent_change_from_baseline,265983,-5.0,Ohio,Madison County,01-Nov
grocery_and_pharmacy_percent_change_from_baseline,265983,,Ohio,Madison County,01-Nov
parks_percent_change_from_baseline,265983,,Ohio,Madison County,01-Nov
transit_stations_percent_change_from_baseline,265983,6.0,Ohio,Madison County,01-Nov
workplaces_percent_change_from_baseline,265983,-9.0,Ohio,Madison County,01-Nov
